image_name,x1,x2,y1,y2
1468667779771JPEG_20160712_145455_100079672619.png,139.0,571.0,63.0,415.0
1474115162012blush-leiluna-day-dress.png,47.0,613.0,102.0,387.0
JPEG_20161120_162332_1000773345753.png,181.0,452.0,50.0,393.0
JPEG_20160629_154719_100068674337.png,35.0,611.0,112.0,370.0
JPEG_20161207_171238_1000598923495.png,168.0,456.0,60.0,420.0
1475151221649DSC00458.png,206.0,422.0,23.0,426.0
1473748047485IMG_0477.png,67.0,542.0,94.0,394.0
1474123452574BRT467353-2.png,111.0,538.0,167.0,356.0
147772316843520161028_165054.png,62.0,552.0,100.0,367.0
JPEG_20160530_190527_1000205515013.png,202.0,456.0,146.0,369.0
JPEG_20161125_183420_1000895347198.png,93.0,519.0,164.0,364.0
JPEG_20161207_151642_1000616285603.png,41.0,427.0,39.0,387.0
1475063089796DSC00134.png,120.0,553.0,24.0,417.0
JPEG_20160629_163810_1000280214856.png,30.0,608.0,149.0,369.0
1462876582450DSC_0496.png,177.0,468.0,119.0,374.0
1475158905930DSC06909.png,25.0,618.0,78.0,389.0
JPEG_20161129_153427_1000334426091.png,29.0,610.0,9.0,459.0
JPEG_20161205_161713_1000651943559.png,181.0,419.0,42.0,407.0
JPEG_20161125_170315_1000447841657.png,208.0,436.0,118.0,396.0
1478971286066Soie9thNov20162288.png,50.0,593.0,157.0,372.0
JPEG_20160704_105452_100066371561.png,23.0,613.0,142.0,376.0
JPEG_20161124_172119_1000765574958.png,186.0,421.0,31.0,405.0
1474638820437DSC06363.png,213.0,417.0,63.0,384.0
JPEG_20160711_173916_1000530656867.png,194.0,438.0,41.0,410.0
1472818367545DSC_2874.png,24.0,588.0,26.0,396.0
1479737082099DSC_1153.png,107.0,578.0,155.0,357.0
147443851707711471842850363-Roadster-Men-Shirts-5431471842850124-1.png,24.0,617.0,51.0,399.0
JPEG_20160624_150916_1000300763521.png,182.0,425.0,129.0,397.0
147771813164020161028_161852.png,31.0,605.0,103.0,369.0
147445023060211472725177084-Roadster-Women-Blue-Solid-Regular-Fit-Regular-8731472725176967-2.png,84.0,604.0,89.0,366.0
1475007383989DSC022461.png,59.0,574.0,30.0,423.0
1473329435686SAB0023826001S039_det_4.png,30.0,589.0,135.0,371.0
JPEG_20161117_112906_1000316809468.png,71.0,535.0,13.0,431.0
1475318826990wine-kyla-midi-bodycon-dress2.png,53.0,613.0,150.0,378.0
JPEG_20161120_161044_100032006293.png,219.0,411.0,29.0,435.0
14714465378112.png,21.0,590.0,84.0,428.0
JPEG_20161129_171127_1000213157732.png,46.0,526.0,61.0,411.0
1480516425258E-mazingshawls29-11-201618303.png,45.0,614.0,150.0,384.0
1476882311088Untitled1.png,57.0,574.0,9.0,432.0
1474281673428heather-grey-katiana-tiered-day-dress2.png,38.0,611.0,126.0,376.0
147438118769711472209280498-Roadster-Men-Black-Solid-Polo-Collar-T-Shirt-2331472209280276-2.png,27.0,613.0,103.0,376.0
1480512858452IMG_0076.png,33.0,561.0,35.0,370.0
147323575900263073_XXX_v1.png,138.0,482.0,25.0,451.0
1468846931335DSC_0224.png,53.0,594.0,59.0,419.0
1475064457926DSC00168.png,185.0,475.0,44.0,401.0
1473432439779DSC_4674.png,73.0,586.0,146.0,373.0
JPEG_20161116_190503_1000288000859.png,117.0,413.0,49.0,417.0
1475500322043DSC_0231b.png,50.0,583.0,18.0,411.0
1472138146564DSC_0145.png,63.0,584.0,56.0,406.0
1475007428775DSC021121.png,55.0,530.0,156.0,415.0
JPEG_20161208_144117_1000588711920.png,144.0,499.0,146.0,372.0
JPEG_20161210_160004_1000477071579.png,193.0,415.0,89.0,375.0
1473409264211black-breezy-feeling-maxi-dress3.png,43.0,613.0,142.0,375.0
JPEG_20160805_132144_100085824378.png,92.0,525.0,76.0,405.0
1474095003330black-jody-shirt-dress3.png,42.0,604.0,124.0,383.0
1475007369581DSC022441.png,38.0,597.0,85.0,393.0
1480579075938E-mazingshawls29-11-201619251.png,43.0,578.0,108.0,409.0
JPEG_20160927_162857_1000313624336.png,128.0,524.0,19.0,439.0
JPEG_20160711_114303_1000419504567.png,157.0,495.0,136.0,384.0
JPEG_20161129_182233_1000810347662.png,37.0,597.0,78.0,449.0
JPEG_20160621_142736_1000303364859.png,101.0,594.0,138.0,368.0
1473662577331DeeplearnS11554.png,45.0,592.0,155.0,391.0
JPEG_20160229_143126_-2132482358.png,120.0,526.0,49.0,410.0
1473661111466DeeplearnS11317.png,79.0,593.0,153.0,380.0
147443982701311470828162845-Roadster-Green-Hooded-Bomber-Jacket-7531470828162548-6.png,67.0,595.0,104.0,360.0
1475157362210DSC06426.png,19.0,612.0,21.0,313.0
1471944321502DSC_0217.png,143.0,460.0,136.0,386.0
147772005100620161028_155246.png,75.0,552.0,121.0,398.0
JPEG_20160628_130636_1000451019949.png,141.0,474.0,117.0,397.0
1473315127501DeeplearnS11525.png,66.0,578.0,129.0,382.0
JPEG_20161126_171835_1000981879662.png,110.0,524.0,105.0,418.0
1472629146484w_superfeet_outside_bermuda_03.png,76.0,549.0,140.0,402.0
147394459737211472708549489-Roadster-Men-Blue-Regular-Fit-Washed-Denim-Casual-Shirt-9511472708549220-3.png,29.0,615.0,49.0,395.0
1479462314804soi15-11-20169842.png,32.0,591.0,156.0,358.0
JPEG_20161117_135450_100050423097.png,141.0,460.0,90.0,438.0
JPEG_20161202_181951_1000389733794.png,58.0,518.0,113.0,386.0
1479037748613Soie9thNov20162584.png,43.0,607.0,148.0,369.0
JPEG_20161121_164949_1000943244915.png,139.0,496.0,64.0,425.0
JPEG_20160923_182219_1000698824692.png,144.0,451.0,117.0,390.0
14581995541344.png,128.0,518.0,148.0,364.0
1480066711048IMG_0065.png,74.0,583.0,94.0,335.0
147742434495820161025_155613.png,90.0,531.0,19.0,341.0
1474274213098MS-8502324.png,50.0,597.0,17.0,439.0
1472824656333DSC_3248.png,85.0,509.0,14.0,440.0
1468820942502JPEG_20160709_122755_1000756271051.png,116.0,506.0,92.0,379.0
JPEG_20161118_185511_1000670461460.png,151.0,517.0,54.0,421.0
1472821698864DSC_2971.png,117.0,550.0,102.0,383.0
1476788444581DSC_6543.png,95.0,554.0,86.0,357.0
JPEG_20161125_181020_1000151239870.png,77.0,528.0,155.0,379.0
1471848081025DSC_0013.png,106.0,583.0,150.0,397.0
JPEG_20160625_114223_1000281104872.png,121.0,567.0,155.0,363.0
JPEG_20161125_171430_100060403121.png,86.0,580.0,121.0,379.0
1479546243851B.png,65.0,605.0,71.0,394.0
JPEG_20160706_104645_1000257959039.png,164.0,475.0,170.0,376.0
1473225879980PNG_9685.png,98.0,502.0,22.0,405.0
1474269320845grey-riley-ribbed-midi-dress2.png,44.0,608.0,150.0,369.0
1474716123580DSC07982.png,72.0,569.0,52.0,401.0
1473413097167DSC_4369.png,52.0,590.0,82.0,399.0
JPEG_20160625_161912_1000644430510.png,171.0,501.0,140.0,371.0
1476530197538Untitled4.png,87.0,543.0,17.0,445.0
147437531985511469695682843-Roadster-Maroon-Sweater-1311469695682530-1.png,21.0,613.0,103.0,410.0
JPEG_20160711_145543_10002896766.png,164.0,495.0,84.0,376.0
1473231585615DeeplearnS11477.png,63.0,559.0,161.0,388.0
1480966936100IMG_3147.png,94.0,561.0,186.0,424.0
1472132793763DSC_0035.png,39.0,609.0,15.0,428.0
JPEG_20161124_193525_1000709542299.png,164.0,524.0,151.0,376.0
1473664939588DeeplearnS11720.png,36.0,598.0,170.0,386.0
1479547037230Untitled1.png,25.0,610.0,97.0,413.0
1470904372171DSC_0111.png,33.0,615.0,21.0,443.0
JPEG_20161124_161201_1000544102277.png,91.0,550.0,50.0,445.0
JPEG_20161130_165114_1000580602847.png,68.0,605.0,143.0,368.0
1474639110569DSC06409.png,37.0,609.0,33.0,325.0
1480963701377IMG_2921.png,140.0,511.0,108.0,413.0
147771780127320161028_161002.png,73.0,548.0,67.0,392.0
1471430895715DSC_0062.png,136.0,564.0,93.0,363.0
JPEG_20160704_172338_1000946789103.png,69.0,602.0,153.0,371.0
1478783602537IMG_9678.png,28.0,601.0,122.0,373.0
1472819034248DSC_2749.png,88.0,457.0,46.0,388.0
1480575856657E-mazingshawls29-11-201618764.png,41.0,618.0,50.0,355.0
JPEG_20160608_144159_1000768651220.png,146.0,461.0,21.0,429.0
147394571294611472189347075-Numero-Uno-Grey-Waistcoat--491472189346859-1.png,35.0,608.0,115.0,359.0
1474019201618TOP8929812.png,43.0,598.0,131.0,390.0
147185296828520160818_162013.png,40.0,610.0,84.0,409.0
JPEG_20160630_170601_1000997152194.png,172.0,447.0,152.0,381.0
1475501185993GI16T191.png,96.0,577.0,100.0,375.0
147185848035120160819_114837.png,70.0,557.0,74.0,402.0
1473486265033DeeplearnS11777.png,39.0,599.0,77.0,376.0
JPEG_20161123_163554_1000731411812.png,246.0,413.0,75.0,393.0
1473316473062DeeplearnS11656.png,199.0,475.0,146.0,372.0
JPEG_20160810_140835_1000597340749.png,203.0,421.0,96.0,399.0
1473225739439PNG_9702.png,70.0,555.0,18.0,441.0
JPEG_20161124_195803_100099430369.png,87.0,479.0,137.0,424.0
147443863556911472703466718-RDSTR-Blue-Washed-Denim-Casual-Shirt-5131472703466859-5.png,43.0,605.0,35.0,388.0
JPEG_20161121_172209_1000787756526.png,121.0,536.0,160.0,369.0
JPEG_20160525_134308_1000103968085.png,65.0,546.0,56.0,375.0
JPEG_20160810_165445_1000341316393.png,133.0,486.0,59.0,432.0
1473329331206SAB0023807001S036_det_3.png,96.0,593.0,145.0,404.0
1474633815757DSC05985.png,63.0,592.0,123.0,362.0
1473659098134DeeplearnS11770.png,37.0,600.0,154.0,399.0
147742563318820161025_164134.png,58.0,580.0,45.0,335.0
JPEG_20160629_104959_1000926853356.png,140.0,520.0,101.0,361.0
147772426267420161028_163135.png,39.0,585.0,87.0,404.0
1473659700044DeeplearnS11832.png,79.0,578.0,167.0,374.0
1474101489845black-right-place-bodycon-dress.png,32.0,612.0,99.0,394.0
JPEG_20160625_173242_1000749463392.png,219.0,444.0,132.0,368.0
JPEG_20160709_165428_1000278925853.png,43.0,583.0,146.0,377.0
1479475602392soi15-11-201610020.png,63.0,571.0,163.0,391.0
1467785726272DSC_0041.png,155.0,504.0,152.0,367.0
1481112808304DSC_0011_earing.png,43.0,605.0,65.0,408.0
JPEG_20160711_163248_1000716054164.png,211.0,419.0,63.0,403.0
1472634054108DSC_2536.png,39.0,607.0,136.0,410.0
JPEG_20160920_160724_1000984295635.png,101.0,482.0,22.0,414.0
JPEG_20160625_113212_1000894876800.png,120.0,560.0,153.0,353.0
1480933463217_R2A1818.png,117.0,551.0,41.0,414.0
JPEG_20160627_163627_1000706975535.png,226.0,462.0,143.0,373.0
JPEG_20160630_152509_1000537134707.png,218.0,420.0,71.0,401.0
1473315244691DeeplearnS11573.png,70.0,574.0,167.0,361.0
147323978829014109_XXX_v5.png,57.0,580.0,96.0,374.0
1474271635578DSC_0367.png,167.0,428.0,128.0,398.0
JPEG_20161201_151834_1000320987812.png,73.0,563.0,18.0,446.0
147742499698920161025_160450.png,79.0,548.0,135.0,373.0
147742483030120161025_155841.png,82.0,466.0,72.0,373.0
JPEG_20160818_121117_1000743095030.png,100.0,485.0,31.0,411.0
148076549353620Dresses29-11-201617342.png,45.0,601.0,151.0,371.0
1473317655884DeeplearnS11204.png,158.0,485.0,24.0,419.0
1480513126010E-mazingshawls29-11-201617844.png,55.0,610.0,161.0,393.0
1474703151419DSC07156.png,26.0,606.0,47.0,361.0
JPEG_20161129_182441_1000809173220.png,37.0,604.0,50.0,448.0
JPEG_20160526_124312_1000493670498.png,78.0,535.0,75.0,434.0
1476782016727DSC_6529.png,85.0,584.0,10.0,427.0
1471435030188DSC_0084.png,229.0,437.0,54.0,374.0
1474001672018ANG9899742.png,69.0,564.0,72.0,403.0
JPEG_20160526_141311_1000969107307.png,76.0,550.0,52.0,381.0
JPEG_20161202_182909_100054709594.png,134.0,475.0,25.0,439.0
JPEG_20161126_203259_1000308607729.png,181.0,450.0,20.0,415.0
1475151267728DSC00470.png,36.0,598.0,157.0,419.0
JPEG_20160709_152001_1000103843222.png,38.0,563.0,103.0,361.0
JPEG_20160428_110251_1000715843186.png,64.0,573.0,27.0,416.0
1470809657915DSC_0045.png,127.0,555.0,98.0,389.0
JPEG_20160421_141656_1000684141399.png,131.0,520.0,78.0,382.0
1480508122513IMG_0056.png,109.0,515.0,112.0,368.0
1479746853648SpringField16-11-201610257.png,49.0,605.0,144.0,384.0
147771924895320161028_170751.png,94.0,542.0,48.0,411.0
JPEG_20161028_131736_1000552828689.png,31.0,579.0,49.0,379.0
JPEG_20161124_192812_1000819191902.png,128.0,538.0,59.0,446.0
1479152649857SinDenim12-11-20165979.png,39.0,605.0,116.0,382.0
1472456280718DSC_1243.png,61.0,600.0,108.0,394.0
JPEG_20161129_134826_1000586086880.png,131.0,535.0,117.0,414.0
1473486808383DeeplearnS11957.png,91.0,576.0,77.0,386.0
1473417980144black-lost-love-bodycon-midi-dress2.png,30.0,620.0,130.0,378.0
JPEG_20161126_175848_1000144259742.png,91.0,520.0,14.0,420.0
147438154063611472729334632-Roadster-Men-Black-Striped-Polo-Collar-T-Shirt-2691472729334719-2.png,51.0,598.0,117.0,403.0
1471008132074IMG_0233.png,110.0,525.0,37.0,408.0
1473660443173DeeplearnS11957.png,91.0,576.0,77.0,386.0
JPEG_20161124_155933_1000484401381.png,144.0,520.0,61.0,345.0
147437465124911470646655757-RDSTR-Blue--White-MotoGP-Washed-Printed-T-Shirt-5611470646655634-5.png,32.0,602.0,42.0,404.0
1467984692315DSC_0076.png,29.0,605.0,127.0,397.0
JPEG_20160804_115112_1000596276578.png,81.0,545.0,52.0,414.0
1472548677136DSC_1948.png,31.0,576.0,19.0,439.0
1473231523889DeeplearnS11926.png,39.0,597.0,161.0,364.0
147263057449516039m-fbbic-xl-1000x1000-imae29zruwck8ur2.png,61.0,604.0,133.0,382.0
1473315257725DeeplearnS11582.png,47.0,575.0,53.0,384.0
147444095979511472627624943-Roadster-Men-Tshirts-1301472627624773-5.png,75.0,570.0,85.0,399.0
1467738681134DSC_0404.png,193.0,460.0,123.0,367.0
1474269337452grey-take-my-time-midi-dress2.png,60.0,607.0,144.0,391.0
1480754291530DSC_2288.png,31.0,608.0,56.0,393.0
JPEG_20161130_182335_1000916666628.png,38.0,607.0,159.0,365.0
1467739743589DSC_0492.png,49.0,529.0,122.0,365.0
JPEG_20161129_145110_1000543874371.png,62.0,602.0,145.0,374.0
1468881437757DSC_0198.png,85.0,560.0,116.0,375.0
1475008017755DSC020621.png,117.0,441.0,82.0,387.0
1458178044499DSC_0183.png,75.0,448.0,78.0,375.0
1468390751025JPEG_20160704_174637_1000374499047.png,156.0,486.0,149.0,365.0
JPEG_20160810_161424_1000184117098.png,184.0,459.0,125.0,399.0
1480970288462IMG_3389.png,161.0,544.0,157.0,407.0
JPEG_20160701_142710_1000432734013.png,164.0,452.0,65.0,392.0
1470639079903DSC_0722.png,41.0,550.0,82.0,388.0
14752302751282.png,27.0,604.0,75.0,423.0
147437257609311471671414009-Roadster-Men-Red-Printed-Round-Neck-T-Shirt-7271471671413883-5.png,42.0,617.0,17.0,434.0
1472630178172m1livi316_peacockeye_l_alt_2.png,21.0,610.0,70.0,400.0
1480315331353_R2A3005.png,215.0,431.0,52.0,416.0
1471432538162DSC_0111.png,129.0,539.0,151.0,357.0
1475157625745DSC07240.png,28.0,611.0,84.0,416.0
1471612913368DSC_0223.png,47.0,579.0,87.0,406.0
JPEG_20160506_131548_1000605326095.png,106.0,527.0,63.0,386.0
JPEG_20161028_112117_1000439449578.png,135.0,450.0,53.0,396.0
147436990130711471686917020-Roadster-Men-Trousers-4101471686916790-1.png,29.0,616.0,127.0,394.0
1467785750172DSC_0043.png,136.0,503.0,148.0,373.0
1473661685139DeeplearnS11514.png,49.0,589.0,156.0,389.0
JPEG_20161014_221622_1000441291524.png,60.0,567.0,77.0,396.0
JPEG_20160924_140500_1000708658172.png,80.0,494.0,87.0,401.0
JPEG_20161120_171552_1000105541375.png,140.0,531.0,16.0,417.0
JPEG_20161210_143801_1000968058009.png,246.0,419.0,43.0,398.0
1478798308523Soie9thNov20160127.png,80.0,597.0,140.0,365.0
JPEG_20160711_164013_100053607401.png,214.0,440.0,62.0,427.0
JPEG_20160709_122047_1000847720714.png,102.0,557.0,147.0,368.0
147444554444611472731136473-Roadster-Women-White-Solid-Regular-Top-4001472731136575-5.png,89.0,592.0,100.0,397.0
JPEG_20161126_140048_1000354320892.png,31.0,538.0,85.0,384.0
JPEG_20160629_100410_1000368426076.png,168.0,521.0,139.0,381.0
JPEG_20160820_101823_1000883819160.png,178.0,482.0,99.0,433.0
1480067004496IMG_0096.png,66.0,564.0,116.0,391.0
1470637792975DSC_0630.png,82.0,599.0,29.0,408.0
JPEG_20160421_215000_1000216977417.png,64.0,571.0,54.0,422.0
147438130378611469599480463-Roadster-Pack-of-2-Casual-Shirts-7071469599480268-3.png,24.0,610.0,49.0,410.0
1473665047259DeeplearnS111334.png,86.0,566.0,64.0,390.0
JPEG_20160622_132132_1000700440449.png,105.0,547.0,135.0,385.0
1480335078287_R2A3725.png,133.0,487.0,65.0,431.0
1473315320571DeeplearnS11623.png,61.0,551.0,120.0,381.0
147771744706220161028_163547.png,55.0,553.0,21.0,418.0
147444553257211472731136557-Roadster-Women-White-Solid-Regular-Top-4001472731136575-1.png,56.0,592.0,118.0,402.0
JPEG_20161209_153246_1000693204872.png,239.0,408.0,50.0,391.0
147445122506011472541441058-Roadster-Navy-A-Line-Rayon-Top-9521472541440732-2.png,35.0,617.0,146.0,389.0
JPEG_20160628_123145_1000878097700.png,201.0,421.0,86.0,398.0
1473662703652DeeplearnS11576.png,60.0,585.0,90.0,386.0
1469624439104JPEG_20160628_124931_1000815456565.png,100.0,504.0,140.0,378.0
JPEG_20160704_132607_1000107229644.png,162.0,472.0,144.0,368.0
JPEG_20161126_144144_1000405445935.png,79.0,598.0,157.0,385.0
JPEG_20161205_152126_1000875071731.png,156.0,451.0,73.0,424.0
1468881894299DSC_0225.png,176.0,469.0,129.0,393.0
1474278184931MS-8502405.png,117.0,576.0,25.0,422.0
1458173609124DSC_0502.png,130.0,509.0,160.0,366.0
1473415870134black-gisele-bodycon-dress2.png,34.0,603.0,90.0,402.0
1472036769420180620093130.png,29.0,614.0,26.0,410.0
